vehicle_id,date,mileage,maintenance_type,service_category,description,labor_hours,parts_cost,labor_cost,downtime_hours,technician_id,completed
TRUCK-0041,2022-11-14,375444,Preventive,Tires,Brake pad replacement,5.7,392,281,20,TECH-009,True
TRUCK-0041,2020-01-16,405517,Inspection,DOT Inspection,Engine diagnostic and repair,7.8,1266,173,0,TECH-018,False
TRUCK-0041,2021-08-22,387957,Emergency,Brakes,Brake pad replacement,5.6,732,592,24,TECH-014,True
TRUCK-0041,2022-09-06,367620,Corrective,Electrical,Coolant system flush,3.4,993,313,54,TECH-008,True
TRUCK-0041,2020-02-25,415058,Corrective,Engine,Oil change and filter replacement,6.6,924,542,51,TECH-007,True
TRUCK-0041,2022-04-06,410633,Emergency,Engine,Coolant system flush,7.6,1313,725,55,TECH-015,False
TRUCK-0041,2020-05-15,406174,Preventive,Transmission,Air filter replacement,6.6,1302,661,4,TECH-015,False
TRUCK-0041,2020-04-11,407174,Inspection,Transmission,Air filter replacement,0.7,310,467,17,TECH-005,True
TRUCK-0041,2023-06-05,408790,Preventive,Brakes,Transmission fluid change,5.4,326,374,66,TECH-017,True
TRUCK-0041,2023-11-19,370702,Preventive,DOT Inspection,Tire rotation and balancing,6.4,1325,695,31,TECH-002,True
TRUCK-0041,2023-06-07,378135,Emergency,Engine,Electrical system troubleshooting,4.4,238,637,30,TECH-003,False
TRUCK-0041,2022-02-19,399378,Emergency,Electrical,Tire rotation and balancing,3.9,1176,515,29,TECH-019,False
TRUCK-0041,2020-01-11,374565,Preventive,Transmission,DOT annual inspection,5.5,1248,728,12,TECH-005,True
TRUCK-0041,2021-12-25,399581,Emergency,Transmission,Brake pad replacement,6.0,676,516,51,TECH-013,True
TRUCK-0041,2020-07-15,395805,Corrective,Brakes,Electrical system troubleshooting,7.9,57,566,7,TECH-012,True
TRUCK-0041,2020-05-27,393077,Inspection,DOT Inspection,Air filter replacement,6.2,896,749,56,TECH-003,False
TRUCK-0041,2021-02-26,374594,Corrective,Transmission,DOT annual inspection,1.2,637,619,32,TECH-019,True
TRUCK-0041,2021-03-27,375698,Corrective,Engine,Engine diagnostic and repair,7.1,299,268,45,TECH-009,True
TRUCK-0041,2020-03-09,402458,Corrective,Electrical,Electrical system troubleshooting,7.3,257,633,68,TECH-013,False
TRUCK-0041,2022-03-22,385601,Corrective,Transmission,Transmission fluid change,7.1,302,367,42,TECH-015,True
TRUCK-0041,2021-01-07,377132,Inspection,Tires,Coolant system flush,7.3,855,325,65,TECH-018,True
TRUCK-0041,2023-05-30,389091,Inspection,Electrical,Coolant system flush,6.5,832,355,65,TECH-012,True
TRUCK-0041,2023-12-21,371024,Inspection,DOT Inspection,DOT annual inspection,2.6,1230,120,39,TECH-015,False
TRUCK-0041,2021-03-15,376924,Preventive,Electrical,Engine diagnostic and repair,0.9,663,187,19,TECH-014,True
TRUCK-0041,2022-03-26,411703,Emergency,Electrical,Transmission fluid change,5.8,1198,475,37,TECH-003,True
TRUCK-0041,2021-01-15,401328,Preventive,Transmission,DOT annual inspection,1.3,1133,689,63,TECH-017,False
TRUCK-0041,2023-07-19,375194,Emergency,Transmission,Electrical system troubleshooting,6.5,1249,511,8,TECH-010,True
TRUCK-0041,2022-05-01,372667,Preventive,Electrical,Tire rotation and balancing,3.3,789,335,71,TECH-006,True
TRUCK-0041,2023-10-14,395656,Emergency,Electrical,Engine diagnostic and repair,2.5,201,105,70,TECH-003,True
TRUCK-0041,2022-04-06,396539,Preventive,Transmission,Coolant system flush,2.8,570,302,59,TECH-005,True
TRUCK-0041,2023-07-14,370414,Emergency,DOT Inspection,Air filter replacement,0.8,978,566,18,TECH-011,False
TRUCK-0041,2023-10-22,379448,Emergency,Electrical,Tire rotation and balancing,2.1,583,526,1,TECH-019,True
TRUCK-0041,2022-11-14,403402,Emergency,Brakes,Coolant system flush,6.8,970,118,60,TECH-011,True
TRUCK-0041,2022-11-24,371599,Corrective,Transmission,Oil change and filter replacement,5.2,1272,167,61,TECH-015,True
TRUCK-0041,2023-10-25,399564,Inspection,Tires,Transmission fluid change,3.6,1293,391,3,TECH-007,True
TRUCK-0041,2020-10-01,400154,Inspection,Electrical,Transmission fluid change,3.5,663,583,60,TECH-009,False
TRUCK-0041,2020-10-29,409915,Inspection,DOT Inspection,Air filter replacement,7.3,1124,426,23,TECH-002,False
TRUCK-0041,2022-07-18,371397,Inspection,Tires,Oil change and filter replacement,4.4,62,765,54,TECH-018,False
TRUCK-0041,2022-11-10,400990,Preventive,Brakes,Air filter replacement,7.5,846,630,52,TECH-003,True
TRUCK-0041,2023-10-01,371792,Inspection,Brakes,Electrical system troubleshooting,8.0,1336,333,47,TECH-014,True
TRUCK-0041,2022-04-04,404875,Emergency,DOT Inspection,Electrical system troubleshooting,1.3,480,90,59,TECH-015,False
TRUCK-0041,2022-05-12,375876,Preventive,Transmission,Engine diagnostic and repair,2.8,582,444,37,TECH-007,False
TRUCK-0041,2022-11-14,390322,Preventive,Engine,Air filter replacement,4.9,1391,527,5,TECH-020,True
TRUCK-0041,2023-05-03,414871,Emergency,Transmission,Engine diagnostic and repair,7.6,576,308,53,TECH-020,True
TRUCK-0041,2021-01-26,375031,Preventive,Brakes,DOT annual inspection,2.0,1341,517,53,TECH-016,True
TRUCK-0041,2022-08-21,369671,Preventive,Engine,Electrical system troubleshooting,4.7,1141,287,61,TECH-013,True
TRUCK-0041,2020-02-13,400925,Corrective,Brakes,Transmission fluid change,1.2,1359,800,57,TECH-017,True
TRUCK-0041,2020-08-07,371640,Inspection,Transmission,Transmission fluid change,5.4,1270,582,37,TECH-005,True
TRUCK-0041,2021-05-15,408807,Emergency,Tires,Oil change and filter replacement,6.5,788,87,26,TECH-020,True
TRUCK-0041,2023-06-22,399057,Inspection,Tires,Oil change and filter replacement,6.1,1157,585,53,TECH-008,True
TRUCK-0041,2022-10-14,383471,Preventive,Electrical,Brake pad replacement,0.6,1057,727,32,TECH-011,True
TRUCK-0041,2020-03-20,398692,Emergency,Brakes,Transmission fluid change,3.0,1171,411,72,TECH-006,True
TRUCK-0041,2021-12-15,367997,Corrective,Tires,Tire rotation and balancing,3.4,798,725,51,TECH-020,False
TRUCK-0041,2022-04-02,369053,Preventive,DOT Inspection,Air filter replacement,1.1,338,379,0,TECH-004,True
TRUCK-0041,2020-09-11,381967,Preventive,Brakes,Coolant system flush,5.8,654,355,1,TECH-007,True
TRUCK-0041,2022-08-16,366468,Preventive,Brakes,DOT annual inspection,7.9,517,350,35,TECH-011,True
TRUCK-0041,2021-08-10,379694,Preventive,Tires,Coolant system flush,1.4,720,220,56,TECH-003,True
TRUCK-0041,2020-01-06,386448,Corrective,Engine,Brake pad replacement,2.4,842,530,17,TECH-003,True
TRUCK-0041,2021-11-18,388679,Preventive,Electrical,Transmission fluid change,3.9,244,731,65,TECH-014,True
TRUCK-0041,2023-06-15,393926,Emergency,Electrical,Coolant system flush,6.4,1374,565,28,TECH-020,True
TRUCK-0041,2022-02-24,369694,Emergency,Brakes,Coolant system flush,3.4,523,749,22,TECH-011,True
TRUCK-0041,2020-05-27,406980,Emergency,Brakes,Oil change and filter replacement,6.1,1142,319,72,TECH-014,False
TRUCK-0041,2021-11-16,386333,Emergency,DOT Inspection,Tire rotation and balancing,2.4,608,154,36,TECH-019,True
TRUCK-0041,2020-07-04,388885,Inspection,Brakes,Air filter replacement,3.9,1064,122,63,TECH-006,True
TRUCK-0041,2020-09-28,376656,Preventive,Engine,Tire rotation and balancing,0.9,363,661,57,TECH-012,True
TRUCK-0041,2021-04-15,402774,Corrective,Engine,Brake pad replacement,5.0,913,451,28,TECH-010,False
TRUCK-0041,2022-08-23,391818,Preventive,Tires,Transmission fluid change,5.3,346,360,34,TECH-005,True
TRUCK-0041,2023-02-07,378943,Emergency,Tires,Tire rotation and balancing,1.2,268,797,51,TECH-009,True
TRUCK-0041,2023-02-04,370561,Emergency,Brakes,Electrical system troubleshooting,4.5,964,259,34,TECH-001,True
TRUCK-0041,2021-05-18,369025,Corrective,DOT Inspection,Engine diagnostic and repair,1.7,255,447,56,TECH-013,True
TRUCK-0041,2020-11-28,412482,Corrective,Tires,Coolant system flush,4.1,164,513,23,TECH-019,False
TRUCK-0041,2023-05-13,405986,Inspection,Engine,Engine diagnostic and repair,5.0,1299,512,31,TECH-003,True
TRUCK-0041,2022-10-17,376614,Corrective,Electrical,Brake pad replacement,3.7,750,97,51,TECH-002,False
TRUCK-0041,2022-08-17,409329,Corrective,Engine,Engine diagnostic and repair,6.4,807,254,66,TECH-007,True
TRUCK-0041,2021-04-20,409604,Preventive,Tires,Brake pad replacement,5.7,1453,517,3,TECH-013,True
TRUCK-0041,2020-12-04,413434,Preventive,DOT Inspection,Brake pad replacement,7.2,1417,123,6,TECH-008,False
TRUCK-0041,2021-03-09,376088,Inspection,Electrical,Electrical system troubleshooting,4.4,232,267,57,TECH-016,True
TRUCK-0041,2020-12-24,406422,Preventive,Tires,Brake pad replacement,0.8,274,596,48,TECH-020,False
TRUCK-0041,2021-01-10,371148,Inspection,Transmission,Brake pad replacement,3.5,256,343,72,TECH-010,False
TRUCK-0042,2023-09-29,220540,Emergency,Brakes,Engine diagnostic and repair,7.3,966,406,2,TECH-009,True
TRUCK-0042,2021-08-17,264157,Emergency,DOT Inspection,Electrical system troubleshooting,7.1,219,721,6,TECH-008,False
TRUCK-0042,2023-03-07,263874,Inspection,Brakes,Electrical system troubleshooting,2.9,226,447,41,TECH-002,True
TRUCK-0042,2021-05-27,240678,Preventive,Transmission,Brake pad replacement,3.9,875,692,3,TECH-011,True
TRUCK-0042,2022-09-02,263759,Corrective,DOT Inspection,Coolant system flush,3.1,1233,403,66,TECH-016,True
TRUCK-0042,2023-05-29,216867,Emergency,Electrical,DOT annual inspection,6.0,95,792,68,TECH-018,True
TRUCK-0042,2020-05-03,217731,Emergency,Engine,Engine diagnostic and repair,1.3,646,496,28,TECH-014,True
TRUCK-0042,2022-06-14,237995,Inspection,Transmission,Air filter replacement,2.5,121,427,6,TECH-020,True
TRUCK-0042,2021-09-26,237327,Corrective,Engine,Oil change and filter replacement,2.6,906,752,40,TECH-008,True
TRUCK-0042,2021-12-10,228190,Preventive,Brakes,Tire rotation and balancing,4.8,874,486,23,TECH-015,False
TRUCK-0042,2020-02-06,219899,Emergency,Transmission,Coolant system flush,1.2,1427,100,7,TECH-002,True
TRUCK-0042,2020-06-13,225913,Emergency,Transmission,DOT annual inspection,1.8,488,500,30,TECH-004,True
TRUCK-0042,2023-08-04,225273,Emergency,DOT Inspection,Air filter replacement,4.7,692,474,21,TECH-011,True
TRUCK-0042,2023-02-09,260708,Emergency,Tires,DOT annual inspection,1.1,1461,736,29,TECH-005,True
TRUCK-0042,2023-02-16,242563,Emergency,Tires,Tire rotation and balancing,4.7,1498,756,52,TECH-003,True
TRUCK-0042,2023-10-05,223208,Emergency,Engine,Oil change and filter replacement,7.6,273,175,62,TECH-004,False
TRUCK-0042,2020-04-25,264103,Preventive,DOT Inspection,Transmission fluid change,5.6,376,722,50,TECH-007,True
TRUCK-0042,2022-09-25,261957,Emergency,Brakes,Coolant system flush,3.1,558,341,14,TECH-009,True
TRUCK-0042,2021-10-11,225471,Inspection,DOT Inspection,Air filter replacement,4.5,972,371,36,TECH-013,True
TRUCK-0042,2023-03-08,223198,Preventive,Tires,Brake pad replacement,4.5,1429,588,30,TECH-003,False
TRUCK-0042,2020-04-30,241688,Emergency,Engine,Coolant system flush,2.8,327,717,32,TECH-013,True
TRUCK-0042,2021-12-11,246067,Inspection,Engine,Transmission fluid change,4.3,1076,310,65,TECH-013,False
TRUCK-0042,2022-03-01,229372,Emergency,Tires,Engine diagnostic and repair,1.6,1422,470,30,TECH-011,True
TRUCK-0042,2021-04-09,256576,Corrective,Transmission,Brake pad replacement,6.9,739,306,47,TECH-017,True
TRUCK-0042,2023-09-11,215623,Inspection,Brakes,Electrical system troubleshooting,2.7,790,374,31,TECH-004,True
TRUCK-0042,2021-05-08,239066,Corrective,Transmission,DOT annual inspection,4.3,339,99,0,TECH-001,True
TRUCK-0042,2022-01-08,217724,Inspection,DOT Inspection,Oil change and filter replacement,5.8,718,495,31,TECH-019,False
TRUCK-0042,2022-06-20,224886,Corrective,DOT Inspection,Tire rotation and balancing,6.7,237,113,71,TECH-010,True
TRUCK-0042,2020-11-10,220914,Preventive,DOT Inspection,Tire rotation and balancing,3.2,714,713,6,TECH-011,False
TRUCK-0042,2022-08-19,263720,Emergency,Brakes,Electrical system troubleshooting,5.0,398,766,3,TECH-019,True
TRUCK-0042,2020-09-17,260254,Preventive,DOT Inspection,Brake pad replacement,6.1,455,696,51,TECH-005,True
TRUCK-0042,2022-08-17,244911,Emergency,Transmission,Oil change and filter replacement,6.1,899,518,8,TECH-019,True
TRUCK-0042,2022-11-22,234633,Corrective,Brakes,Engine diagnostic and repair,3.1,631,214,64,TECH-014,True
TRUCK-0042,2020-01-02,216996,Inspection,Electrical,Electrical system troubleshooting,6.1,705,683,8,TECH-015,True
TRUCK-0042,2021-07-12,261307,Inspection,Engine,Transmission fluid change,4.1,1468,261,22,TECH-002,True
TRUCK-0042,2020-01-02,254706,Corrective,Brakes,Oil change and filter replacement,1.5,532,776,58,TECH-004,False
TRUCK-0042,2023-07-04,244885,Emergency,Engine,Electrical system troubleshooting,6.9,174,333,3,TECH-005,True
TRUCK-0042,2022-01-09,217351,Emergency,Engine,Engine diagnostic and repair,2.4,963,333,69,TECH-018,False
TRUCK-0042,2023-08-07,235396,Emergency,Brakes,Air filter replacement,6.7,1461,419,65,TECH-007,True
TRUCK-0042,2021-11-24,228556,Inspection,Engine,Engine diagnostic and repair,1.4,1059,471,47,TECH-010,True
TRUCK-0042,2023-02-13,221014,Inspection,DOT Inspection,Oil change and filter replacement,5.2,652,736,60,TECH-012,True
TRUCK-0042,2020-12-23,215544,Emergency,Tires,Air filter replacement,2.5,797,433,62,TECH-003,True
TRUCK-0042,2021-03-08,255330,Preventive,Tires,Tire rotation and balancing,3.7,1255,325,29,TECH-010,False
TRUCK-0042,2023-08-11,226700,Preventive,DOT Inspection,Engine diagnostic and repair,1.2,621,425,60,TECH-016,True
TRUCK-0042,2021-10-20,216187,Preventive,DOT Inspection,DOT annual inspection,6.9,640,478,0,TECH-017,True
TRUCK-0042,2023-09-24,215687,Emergency,Electrical,Oil change and filter replacement,6.2,1378,649,23,TECH-007,True
TRUCK-0042,2020-09-06,223139,Corrective,Electrical,Oil change and filter replacement,1.9,661,692,17,TECH-015,True
TRUCK-0042,2022-05-22,246172,Preventive,Brakes,Air filter replacement,5.2,234,89,61,TECH-003,False
TRUCK-0042,2021-11-08,220135,Inspection,Transmission,Air filter replacement,1.8,423,292,9,TECH-016,True
TRUCK-0042,2020-09-20,228723,Emergency,Engine,Engine diagnostic and repair,6.5,499,441,45,TECH-003,True
TRUCK-0042,2023-01-21,217987,Emergency,Brakes,Engine diagnostic and repair,1.2,851,156,55,TECH-018,True
TRUCK-0042,2020-08-16,233267,Preventive,DOT Inspection,Tire rotation and balancing,1.5,903,724,13,TECH-010,True
TRUCK-0042,2022-10-12,254701,Emergency,Electrical,Engine diagnostic and repair,4.0,934,220,14,TECH-018,True
TRUCK-0042,2022-04-25,244596,Preventive,Brakes,Engine diagnostic and repair,4.2,338,428,53,TECH-006,False
TRUCK-0042,2023-10-11,265024,Inspection,DOT Inspection,Electrical system troubleshooting,5.9,1214,665,6,TECH-017,True
TRUCK-0042,2020-09-21,232115,Preventive,Electrical,Oil change and filter replacement,3.2,451,281,56,TECH-017,True
TRUCK-0042,2022-09-29,257899,Emergency,Brakes,Tire rotation and balancing,6.2,621,437,51,TECH-001,True
TRUCK-0042,2022-11-09,229611,Corrective,Transmission,Engine diagnostic and repair,3.7,943,547,57,TECH-011,True
TRUCK-0042,2022-10-02,216865,Inspection,DOT Inspection,Air filter replacement,7.3,972,414,38,TECH-015,True
TRUCK-0042,2022-08-04,245474,Inspection,DOT Inspection,Electrical system troubleshooting,5.8,873,173,72,TECH-017,True
TRUCK-0042,2022-08-01,236164,Corrective,Transmission,Tire rotation and balancing,2.5,289,443,43,TECH-014,True
TRUCK-0042,2020-08-27,242332,Preventive,DOT Inspection,Coolant system flush,2.8,575,775,3,TECH-016,False
TRUCK-0042,2023-02-07,220722,Inspection,Engine,Transmission fluid change,1.6,394,748,54,TECH-020,True
TRUCK-0042,2021-04-24,257640,Preventive,Transmission,Air filter replacement,2.0,649,558,51,TECH-020,True
TRUCK-0042,2021-06-02,258278,Emergency,Transmission,DOT annual inspection,2.0,1189,121,28,TECH-008,True
TRUCK-0042,2021-07-11,241550,Emergency,Engine,Coolant system flush,6.7,410,738,49,TECH-006,True
TRUCK-0042,2020-08-14,236790,Corrective,Tires,Tire rotation and balancing,7.1,227,390,2,TECH-020,True
TRUCK-0042,2023-03-05,263695,Inspection,Brakes,Brake pad replacement,6.8,866,447,68,TECH-020,True
TRUCK-0042,2020-07-17,254505,Inspection,Brakes,Air filter replacement,6.0,91,270,28,TECH-014,True
TRUCK-0042,2023-08-21,231284,Inspection,Transmission,Coolant system flush,2.4,612,482,6,TECH-018,True
TRUCK-0042,2021-07-21,219162,Corrective,Electrical,Oil change and filter replacement,7.6,1250,297,39,TECH-006,True
TRUCK-0042,2023-04-26,256736,Emergency,Engine,Brake pad replacement,6.2,1220,756,70,TECH-002,True
TRUCK-0042,2020-02-18,226419,Inspection,Engine,Engine diagnostic and repair,1.9,74,716,2,TECH-008,True
TRUCK-0042,2022-06-02,238971,Emergency,DOT Inspection,Coolant system flush,1.6,1344,406,71,TECH-012,True
TRUCK-0042,2023-11-28,227010,Corrective,DOT Inspection,Air filter replacement,7.0,671,422,43,TECH-013,True
TRUCK-0042,2021-12-17,262225,Emergency,Brakes,Oil change and filter replacement,5.8,302,539,15,TECH-008,False
TRUCK-0042,2021-11-05,215747,Preventive,Engine,Air filter replacement,1.1,263,407,20,TECH-020,True
TRUCK-0042,2021-06-16,257981,Corrective,Transmission,Oil change and filter replacement,1.0,406,135,18,TECH-004,True
TRUCK-0042,2021-04-13,254516,Corrective,DOT Inspection,Engine diagnostic and repair,6.4,1183,200,27,TECH-009,True
TRUCK-0042,2020-01-24,262424,Inspection,Tires,Oil change and filter replacement,6.8,91,531,34,TECH-018,True
TRUCK-0042,2022-09-12,252883,Emergency,DOT Inspection,Transmission fluid change,5.8,1426,283,22,TECH-008,False
TRUCK-0042,2020-11-12,220472,Emergency,Electrical,Tire rotation and balancing,2.3,1499,529,65,TECH-009,True
TRUCK-0042,2021-05-09,247093,Emergency,Transmission,Transmission fluid change,4.9,731,582,41,TECH-009,True
TRUCK-0042,2020-02-12,243071,Inspection,Engine,Air filter replacement,8.0,456,128,41,TECH-018,True
TRUCK-0042,2021-11-27,223974,Inspection,Brakes,Air filter replacement,1.3,398,766,35,TECH-009,True
TRUCK-0042,2021-07-23,247450,Emergency,Electrical,Coolant system flush,5.2,901,405,39,TECH-015,True
TRUCK-0042,2021-10-19,244912,Inspection,Engine,Air filter replacement,6.2,143,787,20,TECH-013,True
TRUCK-0042,2022-01-24,254842,Inspection,Transmission,Coolant system flush,7.2,1431,294,51,TECH-015,False
TRUCK-0042,2022-07-15,258048,Corrective,DOT Inspection,Oil change and filter replacement,1.1,331,312,72,TECH-008,False
TRUCK-0042,2021-06-02,221948,Emergency,Engine,Transmission fluid change,0.9,568,220,36,TECH-014,True
TRUCK-0042,2020-01-25,248222,Preventive,Engine,Oil change and filter replacement,1.5,978,207,28,TECH-003,True
TRUCK-0042,2020-02-27,250244,Inspection,Electrical,DOT annual inspection,6.8,1460,759,10,TECH-001,True
TRUCK-0042,2021-12-17,248528,Corrective,DOT Inspection,DOT annual inspection,6.6,1323,691,66,TECH-003,True
TRUCK-0042,2022-06-28,253164,Corrective,Engine,Tire rotation and balancing,2.1,709,672,48,TECH-012,True
TRUCK-0042,2020-10-22,224942,Emergency,Transmission,Electrical system troubleshooting,0.7,1020,137,28,TECH-014,True
TRUCK-0042,2020-01-23,220822,Emergency,Brakes,Coolant system flush,8.0,1166,141,21,TECH-004,False
TRUCK-0043,2021-12-08,214572,Emergency,Engine,Tire rotation and balancing,3.3,390,555,57,TECH-002,True
TRUCK-0043,2023-08-28,200757,Emergency,Brakes,Air filter replacement,7.1,935,245,28,TECH-018,False
TRUCK-0043,2021-08-07,186361,Corrective,Engine,Air filter replacement,5.4,1490,115,41,TECH-012,True
TRUCK-0043,2022-09-18,182384,Emergency,Transmission,DOT annual inspection,5.0,1413,175,36,TECH-012,True
TRUCK-0043,2022-10-20,181150,Preventive,Brakes,Air filter replacement,0.5,1337,720,5,TECH-003,True
TRUCK-0043,2020-05-29,175663,Inspection,DOT Inspection,Engine diagnostic and repair,3.1,556,322,27,TECH-001,True
TRUCK-0043,2022-10-20,198208,Emergency,Electrical,Tire rotation and balancing,6.2,732,598,9,TECH-002,False
TRUCK-0043,2021-11-04,182480,Inspection,Engine,Transmission fluid change,3.2,149,630,33,TECH-017,False
TRUCK-0043,2021-11-27,171347,Preventive,Transmission,Oil change and filter replacement,1.1,1230,454,56,TECH-017,True
TRUCK-0043,2021-05-19,182136,Inspection,Engine,Air filter replacement,5.1,701,288,44,TECH-005,True
TRUCK-0043,2023-08-31,174947,Corrective,Brakes,Transmission fluid change,7.9,1419,574,41,TECH-016,True
TRUCK-0043,2021-03-24,181016,Emergency,Transmission,Coolant system flush,6.3,1408,209,35,TECH-015,True
TRUCK-0043,2021-06-06,193709,Emergency,Engine,Air filter replacement,3.7,1098,698,13,TECH-017,False
TRUCK-0043,2021-08-24,166393,Inspection,Tires,Tire rotation and balancing,7.7,810,529,49,TECH-018,True
TRUCK-0043,2023-11-03,206488,Inspection,Engine,Electrical system troubleshooting,3.9,698,430,20,TECH-019,True
TRUCK-0043,2023-03-19,204900,Emergency,DOT Inspection,Transmission fluid change,1.5,256,236,52,TECH-016,True
TRUCK-0043,2020-08-01,180031,Emergency,Electrical,Oil change and filter replacement,7.1,81,127,31,TECH-016,False
TRUCK-0043,2020-03-10,169390,Corrective,Electrical,Air filter replacement,2.2,677,213,43,TECH-003,True
TRUCK-0043,2021-04-24,196853,Inspection,Tires,Tire rotation and balancing,6.7,1249,104,68,TECH-003,True
TRUCK-0043,2022-04-30,176519,Corrective,DOT Inspection,Electrical system troubleshooting,7.2,557,617,70,TECH-018,True
TRUCK-0043,2022-10-28,207691,Corrective,Electrical,Coolant system flush,6.4,498,248,51,TECH-018,True
TRUCK-0043,2023-01-04,206104,Inspection,Electrical,DOT annual inspection,6.8,59,318,59,TECH-005,True
TRUCK-0043,2022-03-09,166577,Corrective,Brakes,Coolant system flush,0.6,1053,316,67,TECH-009,False
TRUCK-0043,2021-06-04,187843,Corrective,Brakes,Tire rotation and balancing,5.8,113,347,64,TECH-009,True
TRUCK-0043,2021-08-18,168111,Corrective,DOT Inspection,Brake pad replacement,2.6,464,250,63,TECH-007,True
TRUCK-0043,2023-12-30,187873,Emergency,Engine,Brake pad replacement,5.5,417,531,20,TECH-003,True
TRUCK-0043,2023-07-23,205442,Inspection,DOT Inspection,Air filter replacement,5.0,116,602,16,TECH-019,False
TRUCK-0043,2021-05-02,194791,Preventive,Engine,Transmission fluid change,5.6,708,482,4,TECH-013,False
TRUCK-0043,2021-02-25,171388,Emergency,Transmission,Coolant system flush,7.9,1032,374,13,TECH-001,True
TRUCK-0043,2023-08-18,208608,Emergency,Brakes,Air filter replacement,5.1,1114,449,55,TECH-017,True
TRUCK-0043,2022-03-09,207034,Inspection,Brakes,Oil change and filter replacement,5.7,445,740,41,TECH-015,True
TRUCK-0043,2022-02-21,187867,Inspection,Engine,Brake pad replacement,5.8,436,640,21,TECH-017,True
TRUCK-0043,2022-05-20,183496,Emergency,Electrical,Coolant system flush,6.2,665,587,41,TECH-009,True
TRUCK-0043,2022-11-16,205489,Emergency,DOT Inspection,DOT annual inspection,7.7,827,387,60,TECH-008,True
TRUCK-0043,2022-03-11,187576,Corrective,Tires,Tire rotation and balancing,2.5,1013,730,55,TECH-014,True
TRUCK-0043,2023-07-19,207786,Emergency,DOT Inspection,Transmission fluid change,3.2,1228,540,38,TECH-007,True
TRUCK-0043,2023-08-19,213344,Inspection,DOT Inspection,DOT annual inspection,6.8,480,121,7,TECH-005,True
TRUCK-0043,2020-03-15,214807,Inspection,Brakes,Engine diagnostic and repair,1.1,1308,107,60,TECH-014,True
TRUCK-0043,2021-08-21,202292,Inspection,DOT Inspection,Air filter replacement,2.8,1184,409,49,TECH-018,True
TRUCK-0043,2023-06-14,169584,Corrective,DOT Inspection,Transmission fluid change,3.4,1242,598,67,TECH-012,True
TRUCK-0043,2020-07-27,165484,Inspection,Engine,Transmission fluid change,4.8,99,75,65,TECH-011,False
TRUCK-0043,2021-07-05,195117,Inspection,Electrical,Coolant system flush,0.8,343,643,31,TECH-014,False
TRUCK-0043,2020-12-31,188456,Corrective,Electrical,DOT annual inspection,5.7,708,346,64,TECH-004,False
TRUCK-0043,2021-01-24,199068,Emergency,Tires,Coolant system flush,1.8,1496,424,51,TECH-011,True
TRUCK-0043,2023-08-16,199939,Preventive,Transmission,Oil change and filter replacement,1.0,695,651,52,TECH-014,True
TRUCK-0043,2020-05-13,173907,Corrective,Engine,Air filter replacement,5.7,544,246,36,TECH-014,True
TRUCK-0043,2021-02-21,183198,Emergency,Electrical,Oil change and filter replacement,6.3,1271,786,1,TECH-008,True
TRUCK-0043,2020-11-24,203453,Preventive,Brakes,Electrical system troubleshooting,2.7,556,290,57,TECH-008,True
TRUCK-0043,2022-09-24,190920,Preventive,DOT Inspection,Electrical system troubleshooting,5.7,714,263,25,TECH-016,True
TRUCK-0043,2021-08-27,203957,Preventive,Tires,Coolant system flush,5.9,570,455,24,TECH-008,True
TRUCK-0043,2020-03-08,177173,Emergency,DOT Inspection,Oil change and filter replacement,4.7,1059,675,57,TECH-009,True
TRUCK-0043,2022-02-08,186152,Corrective,Engine,Coolant system flush,5.0,1468,357,11,TECH-010,True
TRUCK-0043,2020-12-27,190716,Inspection,Electrical,Oil change and filter replacement,5.3,1262,84,67,TECH-015,True
TRUCK-0043,2020-08-30,178834,Preventive,Transmission,Oil change and filter replacement,4.4,267,309,69,TECH-009,True
TRUCK-0043,2021-09-06,212623,Inspection,Engine,Transmission fluid change,5.7,1169,209,28,TECH-019,True
TRUCK-0043,2020-02-28,168352,Inspection,Electrical,Electrical system troubleshooting,4.9,1308,196,58,TECH-007,False
TRUCK-0043,2022-04-24,187843,Preventive,Engine,Electrical system troubleshooting,4.7,390,340,43,TECH-014,True
TRUCK-0043,2022-11-17,202864,Preventive,Engine,Air filter replacement,4.4,1456,154,66,TECH-019,True
TRUCK-0043,2020-11-21,169865,Corrective,Tires,Engine diagnostic and repair,6.5,478,149,2,TECH-010,True
TRUCK-0043,2022-05-13,181614,Corrective,Transmission,Electrical system troubleshooting,2.3,858,313,40,TECH-007,False
TRUCK-0043,2020-10-15,213457,Emergency,Engine,Coolant system flush,3.0,1024,519,49,TECH-002,False
TRUCK-0043,2020-03-04,193600,Inspection,Engine,Tire rotation and balancing,7.4,414,367,41,TECH-010,True
TRUCK-0043,2022-12-12,183765,Inspection,Brakes,Oil change and filter replacement,5.0,443,393,69,TECH-001,False
TRUCK-0043,2021-11-25,213848,Emergency,DOT Inspection,Coolant system flush,3.1,111,640,34,TECH-009,True
TRUCK-0043,2020-01-29,212542,Inspection,DOT Inspection,Brake pad replacement,2.4,1468,375,31,TECH-014,True
TRUCK-0043,2020-01-25,213831,Corrective,Engine,Electrical system troubleshooting,7.3,1483,647,65,TECH-011,True
TRUCK-0043,2021-07-22,192145,Inspection,Transmission,Brake pad replacement,5.2,953,200,25,TECH-005,True
